data_source,nid,file_path,Country,type_of_additional,Group,Site,Year,Prev,N
report,356272,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1999\NGA_HIV_SYPHILIS_SENTINEL_SEROPREVALENCE_SURVEY_1999_REP_Y2017M12D21.PDF,NGA,3,Remaining Pop,Mubi,1999,4.48,290
report,356272,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1999\NGA_HIV_SYPHILIS_SENTINEL_SEROPREVALENCE_SURVEY_1999_REP_Y2017M12D21.PDF,NGA,2,Remaining Pop,Nasarawa (Lafia),1999,13.7,300
report,356272,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1999\NGA_HIV_SYPHILIS_SENTINEL_SEROPREVALENCE_SURVEY_1999_REP_Y2017M12D21.PDF,NGA,2,Remaining Pop,Nasarawa(N/Eggon),1999,7.3,240
report,356272,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1999\NGA_HIV_SYPHILIS_SENTINEL_SEROPREVALENCE_SURVEY_1999_REP_Y2017M12D21.PDF,NGA,3,Remaining Pop,Ogun (Ijebu-Ode),1999,4.03,298
report,356272,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1999\NGA_HIV_SYPHILIS_SENTINEL_SEROPREVALENCE_SURVEY_1999_REP_Y2017M12D21.PDF,NGA,35,Remaining Pop,Ondo (Akure),1999,2.9,293
report,356272,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1999\NGA_HIV_SYPHILIS_SENTINEL_SEROPREVALENCE_SURVEY_1999_REP_Y2017M12D21.PDF,NGA,3,Remaining Pop,Ondo (Ondo),1999,2.99,301
report,356272,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1999\NGA_HIV_SYPHILIS_SENTINEL_SEROPREVALENCE_SURVEY_1999_REP_Y2017M12D21.PDF,NGA,2,Remaining Pop,Osun (Ilesa),1999,4.7,300
report,356272,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1999\NGA_HIV_SYPHILIS_SENTINEL_SEROPREVALENCE_SURVEY_1999_REP_Y2017M12D21.PDF,NGA,3,Remaining Pop,Plateau (Jos),1999,7.79,321
report,356272,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1999\NGA_HIV_SYPHILIS_SENTINEL_SEROPREVALENCE_SURVEY_1999_REP_Y2017M12D21.PDF,NGA,3,Remaining Pop,Plateau (Shendam),1999,4.68,299
report,356272,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1999\NGA_HIV_SYPHILIS_SENTINEL_SEROPREVALENCE_SURVEY_1999_REP_Y2017M12D21.PDF,NGA,3,Remaining Pop,Rivers (Bori),1999,1.03,290
report,356272,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1999\NGA_HIV_SYPHILIS_SENTINEL_SEROPREVALENCE_SURVEY_1999_REP_Y2017M12D21.PDF,NGA,35,Remaining Pop,Yobe (Damaturu),1999,2.5,353
report,356272,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1999\NGA_HIV_SYPHILIS_SENTINEL_SEROPREVALENCE_SURVEY_1999_REP_Y2017M12D21.PDF,NGA,35,Remaining Pop,Yobe (Geidam),1999,0.5,184
report,356272,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1999\NGA_HIV_SYPHILIS_SENTINEL_SEROPREVALENCE_SURVEY_1999_REP_Y2017M12D21.PDF,NGA,3,Remaining Pop,Yola,1999,5.48,310
report,356272,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1999\NGA_HIV_SYPHILIS_SENTINEL_SEROPREVALENCE_SURVEY_1999_REP_Y2017M12D21.PDF,NGA,3,Remaining Pop,Zamfara (Gusau),1999,1.67,299
report,356272,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1999\NGA_HIV_SYPHILIS_SENTINEL_SEROPREVALENCE_SURVEY_1999_REP_Y2017M12D21.PDF,NGA,3,Remaining Pop,Zamfara (Talata-Marafa),1999,3.69,298
report,356280,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1993_1994\NGA_SENTINEL_SEROPREVALENCE_SURVEY_1993_1994_REP_Y2017M12D21.PDF,NGA,3,Remaining Pop,Anambra (Awka),1994,1,200
report,356280,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1993_1994\NGA_SENTINEL_SEROPREVALENCE_SURVEY_1993_1994_REP_Y2017M12D21.PDF,NGA,3,Remaining Pop,Anambra (Ekwulobia),1994,4,100
report,356280,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1993_1994\NGA_SENTINEL_SEROPREVALENCE_SURVEY_1993_1994_REP_Y2017M12D21.PDF,NGA,2,Remaining Pop,Anambra (Ogidi),1994,2.5,200
report,356280,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1993_1994\NGA_SENTINEL_SEROPREVALENCE_SURVEY_1993_1994_REP_Y2017M12D21.PDF,NGA,3,Remaining Pop,Anambra (Onitsha),1994,2,400
report,356280,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1993_1994\NGA_SENTINEL_SEROPREVALENCE_SURVEY_1993_1994_REP_Y2017M12D21.PDF,NGA,3,Remaining Pop,Benue (Ihugh),1994,3.5,400
report,356280,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1993_1994\NGA_SENTINEL_SEROPREVALENCE_SURVEY_1993_1994_REP_Y2017M12D21.PDF,NGA,3,Remaining Pop,Benue (Otupko),1994,5.5,345
report,356280,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1993_1994\NGA_SENTINEL_SEROPREVALENCE_SURVEY_1993_1994_REP_Y2017M12D21.PDF,NGA,3,Remaining Pop,Borno (Biu),1994,4.8,375
report,356280,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1993_1994\NGA_SENTINEL_SEROPREVALENCE_SURVEY_1993_1994_REP_Y2017M12D21.PDF,NGA,3,Remaining Pop,Borno (Maiduguri),1994,8,400
report,356280,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1993_1994\NGA_SENTINEL_SEROPREVALENCE_SURVEY_1993_1994_REP_Y2017M12D21.PDF,NGA,3,Remaining Pop,Calabar,1994,4.7,401
report,356280,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1993_1994\NGA_SENTINEL_SEROPREVALENCE_SURVEY_1993_1994_REP_Y2017M12D21.PDF,NGA,3,Remaining Pop,Delta (Agbor),1994,8.8,400
report,356280,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1993_1994\NGA_SENTINEL_SEROPREVALENCE_SURVEY_1993_1994_REP_Y2017M12D21.PDF,NGA,3,Remaining Pop,Delta (Warri),1994,1.5,399
report,356280,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1993_1994\NGA_SENTINEL_SEROPREVALENCE_SURVEY_1993_1994_REP_Y2017M12D21.PDF,NGA,3,Remaining Pop,Ebonyi (Abakaliki),1994,3.9,439
report,356280,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1993_1994\NGA_SENTINEL_SEROPREVALENCE_SURVEY_1993_1994_REP_Y2017M12D21.PDF,NGA,3,Remaining Pop,Edo (Benin City),1994,1.8,400
report,356280,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1993_1994\NGA_SENTINEL_SEROPREVALENCE_SURVEY_1993_1994_REP_Y2017M12D21.PDF,NGA,3,Remaining Pop,Enugu (Achi),1994,5.5,202
report,356280,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1993_1994\NGA_SENTINEL_SEROPREVALENCE_SURVEY_1993_1994_REP_Y2017M12D21.PDF,NGA,3,Remaining Pop,Ikom,1994,5,400
report,356280,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1993_1994\NGA_SENTINEL_SEROPREVALENCE_SURVEY_1993_1994_REP_Y2017M12D21.PDF,NGA,3,Remaining Pop,Kaduna  (Kaduna),1994,4.3,560
report,356280,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1993_1994\NGA_SENTINEL_SEROPREVALENCE_SURVEY_1993_1994_REP_Y2017M12D21.PDF,NGA,3,Remaining Pop,Kaduna (Kafanchan),1994,5,582
report,356280,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1993_1994\NGA_SENTINEL_SEROPREVALENCE_SURVEY_1993_1994_REP_Y2017M12D21.PDF,NGA,1,Remaining Pop,Kano (Danbata),1994,0,160
report,356280,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1993_1994\NGA_SENTINEL_SEROPREVALENCE_SURVEY_1993_1994_REP_Y2017M12D21.PDF,NGA,1,Remaining Pop,Kano (Gwarzo),1994,0,399
report,356280,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1993_1994\NGA_SENTINEL_SEROPREVALENCE_SURVEY_1993_1994_REP_Y2017M12D21.PDF,NGA,1,Remaining Pop,Kano (Kano),1994,0.8,400
report,356280,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1993_1994\NGA_SENTINEL_SEROPREVALENCE_SURVEY_1993_1994_REP_Y2017M12D21.PDF,NGA,3,Remaining Pop,Kano (Rano),1994,1,399
report,356280,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1993_1994\NGA_SENTINEL_SEROPREVALENCE_SURVEY_1993_1994_REP_Y2017M12D21.PDF,NGA,3,Remaining Pop,Kwara (Ilorin),1994,3.8,400
report,356280,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1993_1994\NGA_SENTINEL_SEROPREVALENCE_SURVEY_1993_1994_REP_Y2017M12D21.PDF,NGA,3,Remaining Pop,Kwara (Offa),1994,2.5,400
report,356280,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1993_1994\NGA_SENTINEL_SEROPREVALENCE_SURVEY_1993_1994_REP_Y2017M12D21.PDF,NGA,3,Remaining Pop,Lagos  (Badagry),1994,5.4,354
report,356280,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1993_1994\NGA_SENTINEL_SEROPREVALENCE_SURVEY_1993_1994_REP_Y2017M12D21.PDF,NGA,3,Remaining Pop,Lagos  (Ikorodu),1994,6.8,400
report,356280,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1993_1994\NGA_SENTINEL_SEROPREVALENCE_SURVEY_1993_1994_REP_Y2017M12D21.PDF,NGA,3,Remaining Pop,Lagos (Epe),1994,4.2,405
report,356280,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1993_1994\NGA_SENTINEL_SEROPREVALENCE_SURVEY_1993_1994_REP_Y2017M12D21.PDF,NGA,3,Remaining Pop,Lagos (Ikeja),1994,7.5,398
report,356280,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1993_1994\NGA_SENTINEL_SEROPREVALENCE_SURVEY_1993_1994_REP_Y2017M12D21.PDF,NGA,3,Remaining Pop,Lagos (Island),1994,10.1,337
report,356280,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1993_1994\NGA_SENTINEL_SEROPREVALENCE_SURVEY_1993_1994_REP_Y2017M12D21.PDF,NGA,3,Remaining Pop,Osun  (Oshogbo),1994,2.1,282
report,356280,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1993_1994\NGA_SENTINEL_SEROPREVALENCE_SURVEY_1993_1994_REP_Y2017M12D21.PDF,NGA,1,Remaining Pop,Osun (Ife),1994,0.3,398
report,356280,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1993_1994\NGA_SENTINEL_SEROPREVALENCE_SURVEY_1993_1994_REP_Y2017M12D21.PDF,NGA,3,Remaining Pop,Osun (Ilesa),1994,1.7,408
report,356280,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1993_1994\NGA_SENTINEL_SEROPREVALENCE_SURVEY_1993_1994_REP_Y2017M12D21.PDF,NGA,3,Remaining Pop,Oyo (Ibadan),1994,0.2,484
report,356280,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1993_1994\NGA_SENTINEL_SEROPREVALENCE_SURVEY_1993_1994_REP_Y2017M12D21.PDF,NGA,1,Remaining Pop,Plateau (Akwanga),1994,6.3,413
report,356280,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1993_1994\NGA_SENTINEL_SEROPREVALENCE_SURVEY_1993_1994_REP_Y2017M12D21.PDF,NGA,1,Remaining Pop,Plateau (Barkin Lada),1994,13.2,401
report,356280,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1993_1994\NGA_SENTINEL_SEROPREVALENCE_SURVEY_1993_1994_REP_Y2017M12D21.PDF,NGA,3,Remaining Pop,Plateau (Jos),1994,5,401
report,356280,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1993_1994\NGA_SENTINEL_SEROPREVALENCE_SURVEY_1993_1994_REP_Y2017M12D21.PDF,NGA,1,Remaining Pop,Rivers (Ogoja),1994,2.5,400
report,356280,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1993_1994\NGA_SENTINEL_SEROPREVALENCE_SURVEY_1993_1994_REP_Y2017M12D21.PDF,NGA,2,Remaining Pop,Yola,1994,1.3,398
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Anambra (Awka),1995,2.15,93
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Anambra (Ekwulobia),1995,4.5,200
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,2,Remaining Pop,Anambra (Ogidi),1995,4,200
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Anambra (Onitsha),1995,7.41,499
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Benue  (Makurdi),1995,2.25,400
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Borno (Biu),1995,2.33,172
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Borno (Maiduguri),1995,0.25,400
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,2,Remaining Pop,Borno (Ngala),1995,0,75
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,1,Remaining Pop,Borno (Uba),1995,1,77
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Calabar,1995,1.03,487
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Delta (Agbor),1995,5.39,334
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,1,Remaining Pop,Delta (Akwukwu),1995,0,55
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,1,Remaining Pop,Delta (Obiaruku),1995,0.9,218
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Delta (Warri),1995,0.75,401
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Ebonyi (Abakaliki),1995,13,200
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,1,Remaining Pop,Edo (Abudu),1995,6.3,32
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Edo (Benin City),1995,0,413
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,5,Remaining Pop,Enugu (Achi),1995,13,142
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Enugu (Nsukka),1995,5.71,35
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,1,Remaining Pop,Jigawa (Birnin Kudu),1995,1,203
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,1,Remaining Pop,Jigawa (Gumel),1995,1.4,140
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Jigawa (Hadejia),1995,5,60
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,2,Remaining Pop,Kaduna  (Saminaka),1995,27.6,163
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,1,Remaining Pop,Kaduna (Giwa),1995,15.2,184
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,1,Remaining Pop,Kobi (Idah),1995,0,85
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Kogi (Ankpa),1995,7.8,191
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Kogi (Lokoja),1995,1.44,417
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Kwara (Ilorin),1995,1,700
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Kwara (Offa),1995,2.76,1014
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,1,Remaining Pop,Kwara (Omuaran),1995,0,389
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,1,Remaining Pop,Kwara (Osogbo),1995,1.6,496
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Ogun (Abeokuta),1995,0,238
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Ogun (Ijebu-Ode),1995,0.22,455
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,1,Remaining Pop,Ogun (Ilaro),1995,0.2,455
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,1,Remaining Pop,Ogun (Sagamu),1995,0,104
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,1,Remaining Pop,Osun (Ife),1995,0,260
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Oyo  (Ogbomosho),1995,0,147
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Oyo (Ibadan),1995,0.2,668
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Oyo (Saki),1995,1.3,240
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,1,Remaining Pop,Plateau (Akwanga),1995,12,197
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,1,Remaining Pop,Plateau (Barkin Lada),1995,14.4,390
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Plateau (Jos),1995,4.5,400
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,1,Remaining Pop,Plateau (Keffi),1995,12,401
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Rivers (Bonny),1995,0,191
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,1,Remaining Pop,Rivers (Isiokpo),1995,0,259
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,1,Remaining Pop,Rivers (Nchia),1995,1.6,193
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,1,Remaining Pop,Rivers (Ogoja),1995,3.4,88
